MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
34849,Konohana no Sakuya Mori,6.03,Dementia,Forest this flower bloom,木ノ花ノ咲クヤ森,Movie,1,2014,Unknown,Unknown,Unknown,Tomoyasu Murata Company,Original,11 min.,G - All Ages,8112,12495,436,0,8,242,5,21,160,6,6,25,33,33,42,10,9,6,7
34878,Dr. Slump: Arale-chan - Penguin Mura no Shouboutai,5.89,"Sci-Fi, Comedy, Shounen",Unknown,Dr.スランプ アラレちゃん ペンギン村の消防隊,Special,1,1984,Unknown,Unknown,Unknown,Unknown,Manga,11 min.,PG-13 - Teens 13 or older,8538,12407,444,0,14,186,12,29,203,5,2,8,15,45,24,12,4,4,3
34907,Through the Windows,5.58,Kids,Unknown,Through the Windows,Movie,1,2014,Unknown,Geidai Animation,Unknown,Unknown,Original,3 min.,G - All Ages,9469,12295,469,1,11,343,3,22,90,9,2,13,33,64,63,16,17,10,15
34910,Heya (Music),5.33,Music,The Room,部屋,Music,1,2011,Unknown,Unknown,Unknown,Unknown,Original,3 min.,PG - Children,10095,13287,323,0,5,247,5,13,53,6,1,6,19,32,42,30,16,9,14
34929,Kotowa Jiten: Hetana Teppou mo Kazu Ucha Ataru!,5.45,Action,Unknown,ことわざ辞典 へたな鉄砲も数うちゃあたる！,Special,1,1979,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,9810,13412,312,0,4,246,2,18,42,5,1,1,14,30,43,30,6,14,14
34930,Joubuna Tire!,5.24,Cars,Unknown,じょうぶなタイヤ!,Special,1,1980,Unknown,Unknown,Unknown,Unknown,Original,1 min.,G - All Ages,10262,11696,605,0,10,493,4,26,72,9,2,7,32,52,99,44,14,25,30
34954,Yoshichirou no Keirei,5.61,"Historical, Samurai",Yoshichiro Salutes,與七郎の敬禮,Movie,1,1933,Unknown,Unknown,Unknown,Unknown,Original,11 min.,G - All Ages,9384,14845,203,0,3,151,0,22,27,4,Unknown,5,8,26,31,10,8,4,11
34955,Kyoudai Koguma,5.57,Adventure,The Bears Brothers,兄弟こぐま,Movie,1,1932,Unknown,Unknown,Unknown,Unknown,Unknown,11 min.,G - All Ages,9482,13998,258,0,6,188,2,27,35,3,5,1,11,27,45,10,9,13,10
34957,Ookami wa Ookamida,5.43,Fantasy,A Wolf is a Wolf,狼は狼だ,Movie,1,1931,Unknown,Unknown,Unknown,Unknown,Original,11 min.,G - All Ages,9840,13770,276,0,4,169,1,21,81,4,Unknown,2,9,25,35,17,7,12,7
34958,Sakana no Kuni,5.39,Military,The Nation of Fish,魚の國,Movie,1,1928,Unknown,Unknown,Unknown,Unknown,Unknown,15 min.,G - All Ages,9929,13583,292,0,7,218,5,24,38,5,1,5,8,37,45,25,11,9,7
34969,Senga Tsubo,5.63,Fantasy,The Pot,線畫 つぼ,Movie,1,1925,Unknown,Unknown,Unknown,Unknown,Unknown,17 min.,G - All Ages,9339,12273,476,0,8,374,5,25,64,6,1,14,47,67,72,26,12,9,16
34982,Roba,5.64,Adventure,The Donkey,驢馬,Movie,1,1930,Unknown,Unknown,Unknown,Unknown,Book,14 min.,G - All Ages,9330,13537,295,0,10,208,1,29,47,4,1,4,18,49,36,16,10,5,10
34992,Byoudoku no Denpa,5.35,Kids,Diseases Spread,病毒の伝播,Movie,1,1926,Unknown,Unknown,Unknown,Unknown,Original,14 min.,G - All Ages,10062,13816,273,0,4,210,4,24,31,5,Unknown,7,17,27,41,17,12,11,12
34993,Namake Gitsune,5.48,Unknown,The Lazy Fox,なまけぎつね,Movie,1,1941,Unknown,Unknown,Unknown,Unknown,Unknown,11 min.,G - All Ages,9755,14315,237,0,5,163,4,25,40,5,Unknown,4,9,25,33,19,10,5,7
35366,"Eiga Ensetsu ""Seiji no Rinrika"" Gotou Shinpei 1926",5.52,Historical,"Film Address ""Ethicization of Politics"" by Shinpei Goto, 1926",映画演説 政治の倫理化 後藤新平 1926,Movie,1,1926,Unknown,Unknown,Unknown,Unknown,Radio,32 min.,G - All Ages,9630,14011,259,0,7,172,2,33,45,4,1,5,16,15,29,18,7,11,24
35386,Tonpei to Sarukichi,5.49,Military,Tonpei and Sarukichi,豚平と猿吉,Movie,1,1932,Unknown,Unknown,Unknown,Unknown,Original,8 min.,G - All Ages,9722,13344,315,1,7,246,3,26,33,12,2,4,18,37,48,17,12,8,20
35387,Kekkaku Yobou,5.49,"Drama, Historical",Preventing Tuberculosis,結核豫防,Movie,1,1933,Unknown,Unknown,Unknown,Unknown,Original,29 min.,G - All Ages,9714,14153,249,0,9,174,3,24,39,3,Unknown,4,16,28,34,12,8,9,11
35388,Ameya Tanuki,4.92,Comedy,The Candy Man's Raccoon Dog Dance,あめやたぬき,Movie,1,1931,Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,10673,13523,298,1,7,219,3,34,35,8,Unknown,1,8,16,31,30,21,14,33
35389,Inaba no Kuni no Usagi-san,5.25,Adventure,The Hare in Inaba,いなばの国の兎さん,Movie,1,1935,Unknown,Unknown,Unknown,Unknown,Original,9 min.,G - All Ages,10232,13923,265,0,7,199,1,23,35,6,Unknown,2,12,22,38,25,11,9,13
35394,Oira no Hijouji,5.17,"Demons, Historical, Military",My Big Emergency,おいらの非常時,Movie,1,1936,Unknown,Unknown,Unknown,Unknown,Original,11 min.,G - All Ages,10370,13477,301,0,9,204,4,26,58,4,Unknown,4,6,22,46,23,17,10,10
35395,Misemono Kenbutsu,5.13,Kids,At the Circus,見世物見物,Movie,1,1931,Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,10459,13839,272,0,11,204,2,25,30,4,5,1,7,13,37,27,14,20,23
35398,Rekkoku Rikugun,5.15,Military,Armies of the World,漫画の列国陸軍,Movie,1,1932,Unknown,Unknown,Unknown,Unknown,Original,28 min.,G - All Ages,10385,14160,246,0,14,132,13,45,42,7,Unknown,2,8,10,31,14,14,12,16
35399,Kamishibai Itazura Tanuki no Maki,5.57,"Action, Historical, Supernatural",Rascal Racoon,紙芝居 いたづら狸の卷,Movie,1,1933,Unknown,Unknown,Unknown,Unknown,Other,5 min.,G - All Ages,9513,13181,334,0,8,230,4,26,66,4,2,2,19,39,40,21,7,15,16
35400,Kamishibai Kintarou no Maki,5.2,"Fantasy, Historical",Kamishibai Kintaro,紙芝居 金太郎の卷,Movie,1,1934,Unknown,Unknown,Unknown,Unknown,Other,7 min.,G - All Ages,10341,13426,310,0,12,204,5,27,62,3,2,2,9,18,43,23,22,10,25
35401,Hyaku-nengo no Aru Hi,5.57,"Military, Sci-Fi, Supernatural",A Day after a Hundred Years,百年後の或る日,Movie,1,1933,Unknown,Unknown,Unknown,Unknown,Original,11 min.,G - All Ages,9502,13656,284,0,6,194,2,30,52,6,1,4,22,30,34,18,9,6,14
35402,An Expression,4.43,Dementia,An Expression,AN EXPRESSION(表現),Movie,1,1935,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10932,11715,595,0,9,481,4,36,65,8,2,8,19,18,44,45,49,69,81
35403,Manga Revue Haru,5.35,Kids,"Animated Revue ""Spring""",漫画レビュー 春,Movie,1,1931,Unknown,Unknown,Unknown,Unknown,Original,9 min.,G - All Ages,10062,13617,289,0,11,202,4,30,42,3,1,6,14,25,45,18,10,10,14
35404,Felix no Meitantei,5.05,Mystery,Detective Felix in Trouble,FELIXノ迷探偵,Movie,1,1932,Unknown,Unknown,Unknown,Unknown,Original,10 min.,G - All Ages,10533,13178,330,1,7,227,5,32,59,3,1,2,9,23,37,25,17,22,19
35405,?/Sankaku no Rhythm/Trump no Arasoi,4.7,Dementia,?/Rhythmic Triangles/Fighting Cards,? 三角のリズム トランプの爭,Movie,1,1932,Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,10812,12605,419,0,6,340,4,22,47,5,1,2,16,13,52,41,26,38,47
35406,Propagate,4.86,Dementia,Propagate,PROPAGATE(開花),Movie,1,1935,Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,10727,12843,375,0,8,288,5,27,47,4,1,6,12,33,40,31,25,34,23
35407,Rhythm,4.76,Dementia,Rhythm,RHYTHM(リズム),Movie,1,1935,Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,10801,13098,341,0,8,258,7,29,39,4,Unknown,2,11,18,32,22,23,35,33
35408,Futatsu no Sekai,5.7,Kids,Two Worlds,二つの世界,Movie,1,1929,Unknown,Unknown,Unknown,Unknown,Book,16 min.,G - All Ages,9166,13077,343,1,7,262,2,27,45,8,2,14,33,47,37,20,8,8,15
35409,Denshin Denrei Denwa,5.56,Kids,"Electrical Telegraphy, Electric Bells and Telephones",電信 電鈴 電話,Movie,1,1931,Unknown,Unknown,Unknown,Unknown,Original,10 min.,G - All Ages,9532,14076,255,0,6,176,2,31,40,6,1,4,17,11,53,7,7,6,19
35410,Ahiru no Ko,5.82,Kids,The Ugly Duckling,あひるの子,Movie,1,1932,Unknown,Unknown,Unknown,Unknown,Book,14 min.,G - All Ages,8760,12668,403,0,12,276,4,43,68,10,1,9,33,46,54,16,3,6,14
35706,Akichi Asobi: Playground,6.18,"Drama, Fantasy",PLAYGROUND,あきちあそび Playground,Movie,1,2013,Unknown,Geidai Animation,Unknown,Unknown,Original,5 min.,G - All Ages,7427,10792,860,2,21,495,12,22,310,12,11,26,106,101,57,21,9,6,4
35709,Arara,5.43,"Dementia, Supernatural",Oh Dear,あらら,Movie,1,2014,Unknown,Geidai Animation,Unknown,Unknown,Original,1 min.,G - All Ages,9845,11412,670,0,10,550,1,20,89,12,3,15,48,95,97,46,30,11,20
35747,Nyago Dance,5.04,Kids,The Cat Purr Dance,ニヤゴダンス,Movie,1,1932,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10576,14379,233,1,8,167,1,23,34,4,Unknown,2,5,6,37,13,16,22,16
35749,Goichi Jiisan,5.62,Fantasy,Old Man Goichi,五一ぢいさん,Movie,1,1931,Unknown,Unknown,Unknown,Unknown,Original,11 min.,G - All Ages,9377,15128,187,0,2,140,1,19,25,3,Unknown,2,18,22,26,15,5,8,7
35952,Devilman Memorial,5.82,"Action, Horror, Demons, Supernatural",Unknown,デビルマン メモリアル,OVA,1,1999,Unknown,Unknown,Unknown,Toei Animation,Manga,59 min.,R - 17+ (violence & profanity),8757,9835,1332,1,56,378,36,61,801,19,6,12,50,55,55,21,11,6,14
36240,Scratch x One Piece Film: Gold,6.14,"Fantasy, Shounen",Scratch x One Piece Film:Gold,SCRATCH × ONE PIECE FILM GOLD,Special,1,2016,Unknown,Unknown,Unknown,Unknown,Other,15 sec.,G - All Ages,7601,6609,4770,1,139,2878,74,93,1586,170,95,160,258,355,339,96,54,32,63
36241,One Piece Film: Gold - Cine Mike Popcorn Kokuchi,6.19,"Fantasy, Shounen",Unknown,「ONE PIECE FILM GOLD」シネマイクポップコーン告知,Special,1,2016,Unknown,Unknown,Unknown,Unknown,Other,28 sec.,G - All Ages,7380,6809,4430,5,132,2694,71,86,1447,175,73,137,258,359,272,97,49,31,51
36264,Drive Car,5.29,"Dementia, Music",Unknown,ドライブカー,Music,1,2003,Unknown,Unknown,Unknown,Unknown,Music,3 min.,G - All Ages,10146,15041,191,0,4,149,3,11,24,6,Unknown,4,4,25,24,16,10,9,11
36269,Detective Conan: Anti-Crime Guide,6.34,Kids,Unknown,名探偵コナン 防犯ガイド,OVA,1,2006,Unknown,Unknown,Unknown,Unknown,Other,26 min.,G - All Ages,6684,9292,1674,3,74,492,69,89,950,41,8,39,65,59,27,9,6,4,3
36287,Doraemon Eigo Kyoushitsu,6.04,Kids,Early English with Doraemon,ドラえもん英語敎室,Special,3,1988,Unknown,Unknown,Unknown,Unknown,Unknown,15 min. per ep.,PG - Children,8040,12455,437,1,10,247,11,29,140,21,1,16,25,48,27,9,4,3,4
36368,Katasumi no Uroko,6.4,"Adventure, Drama, Fantasy",Scutes on my mind,かたすみの鱗,Movie,1,2015,Unknown,Geidai Animation,Unknown,Unknown,Original,9 min.,G - All Ages,6400,12394,459,3,10,306,5,16,122,9,6,37,56,52,23,8,4,2,4
36750,MTV Ident: Horny,4.38,"Dementia, Ecchi",Unknown,"MTV Ident ""HORNY""",Special,1,2017,Unknown,Unknown,Unknown,Unknown,Original,15 sec.,R+ - Mild Nudity,10969,12235,481,0,7,391,3,15,65,10,Unknown,3,6,29,37,44,37,43,79
36760,Detective Conan: The Magician of Starlight,6.51,Space,Unknown,名探偵コナン～星影の魔術師～,Movie,1,2012,Unknown,Unknown,Unknown,D & D Pictures,Manga,25 min.,G - All Ages,5827,8810,2000,0,83,547,67,81,1222,53,19,46,71,57,38,7,5,5,1
37452,A Woman in a Fashion Building,4.66,Dementia,Unknown,A WOMAN IN A FASHION BUILDING,Movie,1,2015,Unknown,Unknown,Unknown,Unknown,Original,50 sec.,G - All Ages,10833,13225,326,1,3,264,2,18,39,7,1,2,7,24,23,32,25,26,49
37729,Akuma no Organ,5.17,"Music, Horror, Demons",Devil's Organ,悪魔のオルガン,Music,1,2003,Unknown,Unknown,Unknown,Unknown,Music,3 min.,G - All Ages,10352,14977,193,0,2,147,2,12,30,6,Unknown,Unknown,6,14,23,11,22,11,12
38701,Aa / ii,4.95,Dementia,aaH / Hee,ああ／良い,Movie,1,2014,Unknown,Geidai Animation,Unknown,Unknown,Original,2 min.,G - All Ages,10647,13152,335,0,3,261,1,17,53,7,1,3,6,24,23,34,16,31,38
39285,Ascension from the Hell,5.35,Music,ascension from the HELL,ascension from the HELL,Music,1,2007,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10038,15081,189,0,2,153,2,9,23,6,Unknown,1,7,18,28,17,16,5,16
39780,Popee the Performer: Countdown Special,5.92,"Comedy, Demons, School",Unknown,POPEE the ぱフォーマー カウントダウンスペシャル,Special,1,2002,Unknown,Unknown,Unknown,Unknown,Original,4 min.,R - 17+ (violence & profanity),8478,12435,446,3,10,316,7,16,97,30,7,20,28,45,29,14,13,7,18
40340,Karakuri Circus,5.77,"Action, Mystery, Shounen",Unknown,CM 少年サンデー「からくりサーカス」編,Special,1,1998,Unknown,Unknown,Unknown,Unknown,Manga,30 sec.,PG-13 - Teens 13 or older,8960,11459,663,0,30,329,11,29,264,16,6,11,29,44,57,14,12,5,7
40348,Shounen Sunday CM: Detective Conan,5.55,"Mystery, Shounen",Unknown,CM 小学館 少年サンデー「名探偵コナン」編,Special,1,1995,Unknown,Unknown,Unknown,Unknown,Unknown,28 sec.,G - All Ages,9551,11767,583,5,23,344,16,23,177,11,8,12,25,52,68,22,13,10,7
41068,Texhnolyze: Revisit,5.79,Sci-Fi,Unknown,Unknown,Special,1,2004,Unknown,Unknown,Unknown,Unknown,Original,35 min.,R+ - Mild Nudity,8876,12154,502,2,20,175,16,19,272,5,1,8,12,24,27,10,8,4,9
