MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
11735,Coluboccoro,5.64,"Sci-Fi, Fantasy",Unknown,コルボッコロ,OVA,1,2007,Unknown,Unknown,Unknown,Kenji Studio,Original,29 min.,G - All Ages,9323,9080,1835,2,44,1187,29,40,535,6,16,46,165,256,191,94,55,23,12
11919,Zoku Attacker You! Kin Medal e no Michi,6.11,"Sports, Romance",Unknown,続・アタッカーYOU 金メダルへの道,TV,52,2008,Unknown,Knack Productions,Unknown,Unknown,Unknown,23 min. per ep.,G - All Ages,7758,10826,853,2,29,418,18,101,287,18,11,33,60,88,40,19,8,9,12
12133,Sekaikei Sekai Ron,5.8,"Sci-Fi, Psychological",Unknown,セカイ系セカイ論,OVA,1,2009,Unknown,Unknown,Sentai Filmworks,Unknown,Unknown,4 min.,G - All Ages,8845,10539,962,2,16,573,14,21,338,13,9,31,72,103,85,51,13,10,9
12145,Backkom,5.84,"Comedy, Kids",Bernard,빼꼼,TV,52,2005,Unknown,Unknown,Unknown,RG Animation Studios,Original,3 min. per ep.,G - All Ages,8712,9651,1468,6,47,998,38,181,204,65,24,49,108,169,159,55,54,28,33
12521,Tentoumushi no Otomurai,5.25,"Music, Dementia",Ladybirds' Requiem,てんとう虫のおとむらい,Movie,1,2006,Unknown,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,10232,12091,508,1,12,398,1,18,79,10,2,13,22,58,76,43,21,21,11
12591,Ojamajo Doremi OVA,6.68,"Kids, Magic",Unknown,"おジャ魔女どれみの交通安全, おジャ魔女どれみの自転車安全教室",OVA,3,2001,Unknown,Unknown,Unknown,Unknown,Unknown,13 min. per ep.,G - All Ages,5008,9410,1595,3,36,743,31,71,714,55,35,54,92,87,46,9,4,4,7
12803,Chinkoroheibei Tamatebako,5.22,"Kids, Fantasy, Comedy",Chinkoroheibei and the Treasure Box,ちんころ平平玉手箱,Movie,1,1936,Unknown,Unknown,Unknown,Unknown,Original,8 min.,G - All Ages,10304,11330,693,0,17,513,9,44,110,5,6,10,36,61,99,55,22,24,19
12919,Yoru no Hi,4.94,Psychological,Unknown,夜の灯,Movie,1,2005,Unknown,Unknown,Unknown,Unknown,Unknown,3 min.,G - All Ages,10645,10054,1193,3,20,887,7,28,251,11,11,26,65,113,153,93,72,50,49
13083,Fushigi na Kusuri,5.47,"Slice of Life, Comedy",Unknown,ふしぎなくすり,Movie,1,1965,Unknown,Unknown,Unknown,Unknown,Unknown,15 min.,G - All Ages,9784,12405,451,0,11,307,4,34,95,6,Unknown,5,47,44,60,24,17,10,10
13085,Kitsutsuki Keikaku,5.43,"Slice of Life, Comedy",Unknown,キツツキ計画,Movie,1,1966,Unknown,Unknown,Unknown,Unknown,Unknown,15 min.,G - All Ages,9870,12924,363,1,10,235,5,31,82,4,1,12,15,37,34,16,14,18,8
13087,Youkoso Uchuujin,5.44,Comedy,Unknown,ようこそ宇宙人,Movie,1,1966,Unknown,Unknown,Unknown,Unknown,Original,15 min.,G - All Ages,9829,13001,353,0,8,218,7,35,85,4,2,6,17,30,36,13,18,18,7
13089,Hana to Mogura,5.63,Comedy,Unknown,花ともぐら,Movie,1,1970,Unknown,Unknown,Unknown,Unknown,Unknown,15 min.,G - All Ages,9334,12654,404,0,8,267,6,31,92,4,3,8,42,37,43,27,13,11,7
13091,Ojiichan ga Kaizoku Datta Koro,5.62,Comedy,Unknown,おじいちゃんが海賊だった頃,Movie,1,1968,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,9364,13797,274,0,7,161,9,36,61,5,4,4,9,20,27,16,7,10,10
13369,Cornelis,5.43,Comedy,Unknown,コルネリス,Movie,1,2008,Unknown,Unknown,Unknown,Unknown,Unknown,4 min.,G - All Ages,9855,12855,373,0,5,244,3,26,95,3,3,5,27,32,44,21,22,13,7
13405,Utsu Musume Sayuri,2.01,"Comedy, Dementia",Striking Daughter,打つ娘サユリ,OVA,1,2003,Unknown,Unknown,Unknown,Unknown,Original,3 min.,R+ - Mild Nudity,11074,4367,13450,41,109,12133,29,158,1021,440,45,54,94,170,288,283,426,1246,7196
13421,Wheels,4.6,Comedy,Unknown,WHEELS,OVA,1,2000,Unknown,Unknown,Unknown,Unknown,Original,3 min.,G - All Ages,10873,11818,565,0,11,430,3,25,96,4,Unknown,3,17,34,81,73,48,27,26
13755,Shanshui Qing,6.53,Music,Unknown,山水情,Movie,1,1988,Unknown,Shanghai Animation Film Studio,Unknown,Unknown,Unknown,20 min.,G - All Ages,5752,9733,1396,21,28,778,16,29,545,30,42,87,148,136,74,28,11,7,9
13789,Little Nemo Pilot,6.09,Adventure,Little Nemo:Adventures in Slumberland Pilot,リトル・ニモ パイロット,Special,1,1984,Unknown,Tokyo Movie Shinsha,Discotek Media,TMS Entertainment,Unknown,3 min.,G - All Ages,7850,10791,862,0,23,606,7,27,199,14,19,45,81,115,68,27,11,13,15
13965,Thermae Romae x LOFT Collaboration,6.04,"Comedy, Historical, Seinen",Unknown,テルマエ・ロマエｘLOFT企業コラボレーション,Special,1,2012,Unknown,Unknown,Unknown,DLE,Unknown,1 min.,PG-13 - Teens 13 or older,8084,11439,666,1,20,254,18,57,317,7,5,12,36,30,30,9,5,4,9
13967,Thermae Romae x Asahi Shimbun Digital Collaboration,6.22,"Comedy, Historical, Seinen",Unknown,テルマエ・ロマエｘ朝日新聞デジタル企業コラボレーション,Special,1,2012,Unknown,Unknown,Unknown,DLE,Unknown,1 min.,PG-13 - Teens 13 or older,7239,11363,685,0,19,270,14,55,327,10,7,13,37,41,25,12,3,4,10
14519,Neko Ramen: Ore no Shouyu Aji,6,Comedy,Unknown,猫ラーメン　～俺の醤油味～,ONA,13,2008,Unknown,Think Corporation,Unknown,Unknown,Unknown,2 min. per ep.,G - All Ages,8237,12552,425,0,10,166,14,33,202,6,3,14,26,27,11,10,10,3,4
14743,Nara Shika Monogatari,5.4,Comedy,Nara Deer Story,奈良鹿物語,ONA,1,2004,Unknown,Unknown,Unknown,Unknown,Unknown,1 min.,G - All Ages,9925,12724,392,1,6,300,3,18,65,5,3,4,28,42,68,19,18,13,10
15021,Yuki no Taiyou Pilot,5.4,"Drama, Shoujo",Unknown,ユキの太陽,Special,1,1972,Unknown,Unknown,Unknown,Studio Ghibli,Manga,4 min.,PG - Children,9925,8403,2392,0,43,1702,19,47,581,20,9,49,165,321,367,149,74,31,29
15455,Sakura,5.32,Fantasy,Unknown,桜（春の幻想）,Movie,1,1946,Unknown,Unknown,Unknown,Unknown,Unknown,8 min.,G - All Ages,10096,11001,788,1,16,554,6,39,173,11,7,19,45,48,136,53,34,15,27
15607,Ai no Wakakusa Monogatari Specials,6.35,"Drama, Historical, Slice of Life",Unknown,愛の若草物語,Special,2,2001,Unknown,BS Fuji,Unknown,Nippon Animation,Unknown,45 min. per ep.,G - All Ages,6638,11921,541,0,15,241,11,58,216,11,6,20,17,44,24,11,1,1,6
16506,San Ge Heshang,5.88,Music,Unknown,三个和尚,Movie,1,1980,Unknown,Shanghai Animation Film Studio,Unknown,Unknown,Unknown,19 min.,G - All Ages,8575,12759,386,1,13,210,3,37,123,8,2,9,34,35,31,17,8,3,10
16702,Doraemon: Nobita to Mirai Note,6.18,"Kids, Adventure, Fantasy, Sci-Fi, Shounen",Unknown,ドラえもん のび太と未来ノート,OVA,1,1994,Unknown,Unknown,Unknown,Shin-Ei Animation,Unknown,16 min.,PG - Children,7435,11179,737,0,15,420,21,68,213,21,9,21,65,65,46,17,4,6,3
16786,Bulsajo Robot Phoenix King,4.9,"Action, Space, Mecha, Shounen",Defenders of Space,불사조 로보트 피닉스 킹,Movie,1,1984,Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 6 min.,PG - Children,10662,12641,408,1,10,227,5,36,130,4,2,3,8,8,22,19,21,35,43
16794,Computer Haekjeonham Pokpa Daejakjeon,5.17,"Action, Sci-Fi, Shounen",Savior Of The Earth,콤퓨터핵전함 폭파대작전,Movie,1,1983,Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 8 min.,G - All Ages,10378,12869,371,1,10,189,3,35,134,12,3,6,3,5,20,14,23,19,44
16802,Golden Batman,4.51,"Action, Kids",Unknown,검은별과 황금박쥐,Movie,1,1979,Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 10 min.,G - All Ages,10921,10586,946,3,28,388,13,53,464,22,2,9,10,9,24,48,33,48,76
16812,77Danui Bimil,5.23,"Action, Drama",Unknown,77단의 비밀,Movie,1,1978,Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 9 min.,PG-13 - Teens 13 or older,10270,12814,378,0,11,170,10,67,120,6,1,5,5,9,20,23,16,10,30
17048,Choujin Locke Special,5.34,"Action, Sci-Fi, Super Power",Unknown,超人ロック,Special,1,1979,Unknown,Unknown,Unknown,Unknown,Manga,10 min.,PG-13 - Teens 13 or older,10068,12622,410,0,7,238,12,33,120,3,1,6,23,23,38,29,18,15,8
17159,Peeping Life Specials,5.21,"Comedy, Slice of Life",Unknown,ピーピング・ライフ,Special,2,2009,Unknown,CoMix Wave Films,Unknown,Unknown,Unknown,5 min. per ep.,PG - Children,10320,12321,466,0,15,260,15,50,126,2,2,6,15,25,46,27,15,20,27
17379,Street Fighter II: Yomigaeru Fujiwara-Kyou - Toki wo Kaketa Fighter-tachi,6.07,"Action, Martial Arts, Historical, Shounen",Unknown,ストリートファイターII よみがえる藤原京 時を駆けたファイターたち,OVA,1,1995,Unknown,Group TAC,Unknown,Unknown,Unknown,22 min.,PG-13 - Teens 13 or older,7960,9598,1489,0,48,731,26,50,634,23,22,32,96,114,84,36,25,9,5
17787,Ouritsu Uchuugun: Honneamise no Tsubasa Pilot,5.99,"Sci-Fi, Seinen",Unknown,王立宇宙軍 オネアミスの翼 パイロットフィルム,Special,1,1985,Unknown,Unknown,Bandai Visual USA,Gainax,Original,4 min.,PG-13 - Teens 13 or older,8248,9494,1537,1,29,902,20,34,552,13,17,47,101,179,134,39,10,14,6
18197,Nudl Nude,5.21,"Parody, Comedy, Hentai",Unknown,ヌードルヌード,OVA,1,1998,Unknown,Unknown,Unknown,Unknown,Unknown,52 min.,Rx - Hentai,Unknown,11930,539,0,47,179,20,69,224,11,Unknown,3,6,18,19,20,11,12,28
18199,Nudl Nude 2,4.96,"Parody, Comedy, Hentai",Unknown,ヌードルヌード2,OVA,1,1999,Unknown,Unknown,Unknown,Unknown,Unknown,1 hr. 10 min.,Rx - Hentai,Unknown,12393,454,1,43,162,18,68,163,10,Unknown,1,6,12,12,15,16,19,28
18463,Sign,4.77,"Music, Sci-Fi",Unknown,Sign,Music,1,2001,Unknown,Unknown,Unknown,Unknown,Music,9 min.,R+ - Mild Nudity,10788,12930,370,0,10,288,3,17,52,7,Unknown,6,11,20,33,44,27,20,47
18561,Mahou no Hiroba,4.43,"Music, Fantasy",Unknown,魔法のひろば,Music,1,2001,Unknown,Unknown,Unknown,Unknown,Music,3 min.,G - All Ages,10948,12831,377,0,8,298,2,23,46,7,2,Unknown,5,15,32,41,38,34,55
19009,DS Anime Soushuuhen '98,6.35,"Comedy, Fantasy",Unknown,ＤＳアニメ総集編 '98,OVA,1,1998,Unknown,"Studio Compile, Studio Carbuncle",Unknown,Unknown,Game,21 min.,G - All Ages,6640,12303,467,5,13,225,8,29,192,15,7,21,44,38,30,2,4,3,1
19209,Devour Dinner,5.44,"Dementia, Fantasy",Unknown,DEVOUR DINNER,Movie,1,2008,Unknown,Mirai Film,Unknown,Unknown,Unknown,10 min.,G - All Ages,9840,12680,400,0,7,223,8,30,132,4,2,6,14,22,50,14,10,9,19
19213,Lost Utopia,4.77,"Action, Fantasy, Supernatural, Music, Seinen",Unknown,LOST UTOPIA,Movie,1,2007,Unknown,Unknown,Unknown,Mirai Film,Unknown,5 min.,G - All Ages,10785,10513,983,0,13,730,10,26,204,10,9,15,37,84,113,89,60,48,47
19217,And And,5.44,Music,Unknown,AND AND,Music,1,2011,Unknown,Mirai Film,Unknown,Unknown,Unknown,6 min.,G - All Ages,9836,10759,875,3,9,711,5,33,117,15,11,36,57,121,123,59,32,26,24
19219,Modern No.2,5.45,Dementia,Unknown,MODERN No.2,Movie,1,2011,Unknown,Mirai Film,Unknown,Unknown,Unknown,4 min.,G - All Ages,9816,11035,780,0,11,626,4,23,116,14,9,31,50,97,110,46,32,21,23
19231,Jam,4.83,"Music, Dementia, Fantasy",Unknown,JAM,Music,1,2009,Unknown,Mirai Film,Unknown,Unknown,Unknown,2 min.,G - All Ages,10751,11289,708,1,11,584,4,23,86,11,5,18,28,49,98,70,40,36,44
19233,Around,5.73,Slice of Life,Unknown,around,Movie,1,2007,Unknown,Unknown,Unknown,Unknown,Original,3 min.,PG-13 - Teens 13 or older,9054,10530,969,1,14,732,7,37,179,9,10,45,102,124,124,51,29,11,13
19235,"Dance, Dance, Dance",5.82,"Fantasy, Music",Unknown,ダンス、ダンス、ダンス,Music,1,2012,Unknown,Unknown,Unknown,Unknown,Unknown,4 min.,G - All Ages,8759,11245,716,0,10,576,2,18,110,17,11,27,85,114,63,39,21,15,12
19237,Nimrod,5.7,"Fantasy, Music",Unknown,ニムロッド,Music,1,2011,Unknown,Unknown,Unknown,Unknown,Unknown,3 min.,G - All Ages,9148,11689,597,1,9,477,5,16,90,8,8,24,62,74,97,28,19,12,13
19239,Old City Ward,5.6,"Fantasy, Music",Unknown,旧市街,Music,1,2010,Unknown,Unknown,Unknown,Unknown,Unknown,6 min.,G - All Ages,9390,11962,533,0,10,441,3,17,62,7,8,18,34,64,93,39,29,5,17
19279,Pony Metal U-GAIM Promotion Film,5.55,"Action, Mecha, Music, Parody, Sci-Fi",Unknown,PONY METAL U-GAIM PROMOTION FILM,Special,1,1986,Unknown,Anime R,Unknown,Unknown,Unknown,2 min.,G - All Ages,9538,11065,766,2,21,534,7,30,174,10,6,19,44,84,103,28,27,10,12
19401,Kuusou no Sora Tobu Kikaitachi,6.13,Historical,Unknown,空想の空飛ぶ機械達,Movie,1,2002,Unknown,Unknown,Unknown,Studio Ghibli,Original,6 min.,G - All Ages,7676,9443,1580,1,57,271,65,68,1119,11,9,18,29,43,32,9,5,5,5
20153,Hana no Hi,4.91,"Comedy, Dementia",Day of Nose,鼻の日,Movie,1,2005,Unknown,Calf Studio,Unknown,Unknown,Original,9 min.,G - All Ages,10682,12022,522,0,8,384,4,25,101,10,7,6,15,38,49,33,31,33,38
20463,Little Nemo Pilot (1987),5.86,Adventure,Little Nemo Pilot,リトル・ニモ パイロット,Special,1,1987,Unknown,Tokyo Movie Shinsha,Discotek Media,TMS Entertainment,Picture book,10 min.,G - All Ages,8655,11302,698,0,13,442,10,35,198,9,11,23,48,85,66,16,13,13,9
21163,Oni no Ko to Yuki Usagi,6.12,"Demons, Kids, Fantasy","Goblin and ""Yuki Usagi"" (Snow Hare)",鬼の子とゆきうさぎ,Movie,1,1995,Unknown,"Kyowa Film, Meruhensha",Unknown,Unknown,Unknown,22 min.,PG - Children,7734,13094,343,0,20,155,2,27,139,5,Unknown,15,34,32,20,7,2,2,3
21891,Natsumi Step!,5.22,Music,Unknown,なつみ STEP!,Music,1,2003,Unknown,Unknown,Unknown,Unknown,Original,2 min.,G - All Ages,10288,13507,299,0,10,223,3,18,45,12,5,4,11,22,32,20,18,17,20
22157,Yasashii Kinyoubi,4.08,Dementia,Sweet Friday,優しい金曜日,Movie,1,1975,Unknown,Unknown,Unknown,Unknown,Original,3 min.,R+ - Mild Nudity,10986,10749,873,0,8,702,9,39,115,6,1,6,19,40,61,72,89,80,113
22159,"Yami no Kioku, Yume no Inei",4.82,Dementia,"Memories Hidden in Darkness, Dreams of Various Shades",闇の記憶・夢の陰影,Movie,1,2000,Unknown,Unknown,Unknown,Unknown,Original,4 min.,R+ - Mild Nudity,10747,12874,368,0,9,238,9,34,78,5,2,2,5,15,26,30,21,28,35
22161,Scrap Diary,3.32,Dementia,Unknown,スクラップ・ダイアリー,Movie,1,2002,Unknown,Unknown,Unknown,Unknown,Original,4 min.,R+ - Mild Nudity,11047,9997,1234,0,18,987,8,31,190,11,2,6,13,42,89,79,108,135,245
22163,Natsu no Shisen 1942,4.92,Dementia,A Gaze in Summer 1942,夏の視線‐1942,Movie,1,2002,Unknown,Unknown,Unknown,Unknown,Original,4 min.,PG-13 - Teens 13 or older,10649,12899,364,1,11,240,7,25,81,4,3,7,7,17,32,32,21,24,26
22167,Goldfish Fetish,5.45,Dementia,Unknown,GOLDFISH FETISH,Movie,1,2002,Unknown,Unknown,Unknown,Unknown,Original,7 min.,PG-13 - Teens 13 or older,9817,12225,479,0,9,324,8,28,110,11,3,3,12,13,19,12,23,46,91
22169,Fetish Doll,3.09,Dementia,Unknown,FETISH DOLL,Movie,1,2003,Unknown,Unknown,Unknown,Unknown,Original,4 min.,R+ - Mild Nudity,11046,9409,1597,1,12,1327,12,40,206,21,2,9,31,59,81,89,123,174,402
22171,Tanaami Keiichi no Shouzou,4.99,Dementia,A Portrait of Keiichi Tanaami,田名網敬一の肖像,Movie,1,2003,Unknown,Unknown,Unknown,Unknown,Original,3 min.,PG-13 - Teens 13 or older,10615,13210,329,0,9,227,3,23,67,5,Unknown,2,9,12,27,21,27,14,30
22173,Yume 10 Yoru,4.2,Dementia,Ten Nights' Dreams,夢10夜,Movie,1,2004,Unknown,Unknown,Unknown,Unknown,Original,6 min.,R+ - Mild Nudity,10987,11223,728,0,6,597,6,29,90,10,1,3,19,30,43,53,68,68,142
22175,The Harmonic Gleam Vibration,4.96,Dementia,Unknown,The Harmonic Gleam Vibration,Movie,1,2005,Unknown,Unknown,Unknown,Unknown,Original,10 min.,PG-13 - Teens 13 or older,10634,12763,384,0,12,269,8,30,65,6,Unknown,10,17,22,29,33,21,22,31
22177,Madonna (Movie),3.19,Dementia,Unknown,MADONNA,Movie,1,2005,Unknown,Unknown,Unknown,Unknown,Original,4 min.,R+ - Mild Nudity,11051,10726,891,2,11,700,6,30,144,7,2,4,12,27,44,40,59,102,221
22179,Aki no Puzzle,2.63,Dementia,Puzzle of Autumn,秋のパズル,Movie,1,2003,Unknown,Unknown,Unknown,Unknown,Original,6 min.,R+ - Mild Nudity,11041,9448,1577,1,10,1326,9,61,171,30,3,9,18,33,53,56,84,171,596
22181,Shunga,4.42,Dementia,Unknown,SHUNGA,Movie,1,2009,Unknown,Unknown,Unknown,Unknown,Original,4 min.,R+ - Mild Nudity,10950,11470,655,0,23,484,6,25,117,10,1,1,17,23,29,38,43,63,119
22249,Yodaka no Hoshi,6.43,"Kids, Adventure",The Nighthawk Star,よだかの星,Movie,1,2013,Unknown,NHK,Unknown,Unknown,Unknown,10 min.,G - All Ages,6261,8602,2192,2,52,1447,18,45,630,47,46,135,306,273,156,42,28,17,7
22255,Kanojo no Dokushinshatachi ni Yotte Hadaka ni Sareta Seifuku no Shojo Kenkyuu,4.4,"Dementia, Music",The Bride Stripped Bare by Her Bachelors,彼女の独身者たちによって裸にされた性服の処女研究,Movie,1,1972,Unknown,Unknown,Unknown,Unknown,Original,3 min.,R+ - Mild Nudity,10931,11186,732,0,10,588,3,36,95,7,2,8,22,28,37,47,65,75,130
22385,a_caFe,4.63,"Fantasy, Music",Unknown,a_caFe,Music,1,2002,Unknown,Unknown,Unknown,Unknown,Original,41 sec.,G - All Ages,10870,11216,727,0,11,590,4,25,97,10,1,7,24,60,102,63,76,34,44
22415,Aoi Heya,4.66,"Fantasy, Music",Blue Room,青い部屋,Music,1,2001,Unknown,Unknown,Unknown,Unknown,Unknown,1 min.,G - All Ages,10834,11849,555,0,10,437,5,27,76,12,Unknown,3,16,36,79,46,33,48,40
22841,Okashina Hotel,5.12,Dementia,Unknown,おかしなホテル,Special,1,2008,Unknown,Unknown,Unknown,Unknown,Unknown,1 min.,G - All Ages,10472,10506,990,1,11,781,8,20,170,7,5,22,67,121,143,68,39,43,34
22943,Mugen Senshi Valis,5.59,"Action, Adventure, Fantasy",Valis:The Fantasm Soldier,夢幻戦士ヴァリス,Special,1,1987,Unknown,Studio Fantasia,Unknown,Sunrise,Game,3 min.,PG-13 - Teens 13 or older,9469,11737,590,2,13,412,8,26,131,8,4,13,41,62,80,27,20,6,8
23029,Popful Mail,5.77,"Comedy, Fantasy, Music",Unknown,ぽっぷるメイル,Music,1,1994,Unknown,Sega,Unknown,Studio Fantasia,Game,5 min.,PG-13 - Teens 13 or older,8940,12838,371,0,8,276,6,20,61,12,4,9,36,43,58,15,8,7,6
23051,Ga no Iru Tokoro,4.46,Dementia,A Place Where There Are Moths,蛾のいるところ,Movie,1,2001,Unknown,Unknown,Unknown,Unknown,Original,5 min.,G - All Ages,10940,10967,803,0,8,613,7,29,146,11,3,4,29,50,87,77,58,48,67
23053,Nisou no Kuzu,5.06,Psychological,Dialogue Between Two,二層の葛,Movie,1,2004,Unknown,Unknown,Unknown,Unknown,Original,7 min.,G - All Ages,10551,11606,623,0,15,377,8,25,198,8,2,14,20,42,64,35,25,30,21
23055,Kangaeru Renshuu,4.31,Dementia,Imagination Practice,考える練習,Movie,1,2003,Unknown,Unknown,Unknown,Unknown,Original,4 min.,G - All Ages,10963,12301,470,0,11,333,7,30,89,7,1,4,10,18,30,41,41,42,47
23057,Yukidoke,4,"Dementia, Horror",The Thaw,ゆきどけ,Movie,1,2004,Unknown,Unknown,Unknown,Unknown,Original,6 min.,PG-13 - Teens 13 or older,11016,7817,3031,6,43,2362,13,50,563,49,22,60,114,169,240,251,207,272,332
23059,Shinsatsushitsu,4.51,"Dementia, Horror",Consultation Room,診察室,Movie,1,2005,Unknown,Unknown,Unknown,Unknown,Original,8 min.,PG-13 - Teens 13 or older,10926,9842,1342,2,20,992,14,23,293,16,9,28,53,79,143,103,90,83,86
23063,Usagi ga Kowai,4.65,"Game, Dementia, Horror",U-SA-GUI,兎ガ怕イ,Movie,1,2002,Unknown,Unknown,Unknown,Unknown,Original,12 min.,R - 17+ (violence & profanity),10854,9755,1384,3,28,918,11,39,388,20,13,20,51,83,135,120,68,70,79
23065,Kaidan,5.13,Supernatural,Kaidan,怪談,Movie,1,2003,Unknown,Unknown,Unknown,Unknown,Original,6 min.,G - All Ages,10440,11546,633,0,11,380,11,27,204,11,4,8,17,46,69,44,18,23,30
23157,Kaze no Invitation,5.51,"Magic, Music",Unknown,風のinvitation,Music,1,1999,Unknown,Unknown,Unknown,Studio Pierrot,Original,2 min.,G - All Ages,9651,12329,460,0,9,312,5,21,113,5,7,6,28,50,70,25,22,11,6
23581,Romeo no Aoi Sora Specials,6.38,"Adventure, Drama, Historical, Slice of Life",Unknown,世界名作劇場・完結版 ロミオの青い空,Special,2,2001,Unknown,Unknown,Unknown,Nippon Animation,Novel,45 min. per ep.,G - All Ages,6529,11205,731,0,29,300,18,47,337,24,7,24,44,39,20,7,2,6,6
23595,Seihou Tenshi Angel Links: Meifon no Special Kaisetsu Corner,5.6,"Sci-Fi, Space, Comedy",Unknown,美鳳のすぺしゃる解説コーナー,Special,1,2000,Unknown,Bandai Visual,Unknown,Sunrise,Unknown,6 min.,PG-13 - Teens 13 or older,9433,10979,799,0,25,290,29,55,400,9,6,9,17,38,59,12,8,8,14
23711,Kakumei no Wakaki Sora,6.34,"Drama, Historical",Unknown,革命の若き空,OVA,1,2010,Unknown,Shinano Kikaku,Unknown,Unknown,Unknown,50 min.,G - All Ages,6697,11752,585,0,15,343,7,46,174,24,14,28,49,31,24,15,8,6,6
23825,Ys IV: The Dawn of Ys,5.79,"Action, Adventure, Fantasy, Game",Unknown,イースIV 新作 OVA,Special,1,1993,Unknown,Unknown,Unknown,Unknown,Game,3 min.,PG-13 - Teens 13 or older,8866,11649,605,0,18,354,8,34,191,9,6,11,31,59,59,20,14,6,4
23933,Kyutai Panic Adventure!,4.8,"Action, Martial Arts, Shounen, Super Power",Unknown,球体パニックアドベンチャー!,Special,1,2003,Unknown,Fuji TV,Unknown,Unknown,Unknown,8 min.,G - All Ages,10750,9098,1794,0,49,1037,45,85,578,35,Unknown,19,43,104,181,129,79,49,71
23935,Kyutai Panic Adventure Returns!,5.03,"Action, Shounen, Super Power",Unknown,球体パニックアドベンチャーリターンズ!!!,Special,1,2004,Unknown,Fuji TV,Unknown,Unknown,Unknown,9 min.,G - All Ages,10568,9234,1716,0,51,963,47,87,568,30,5,23,57,111,182,92,57,42,58
24363,Kitsune to Circus,5.3,"Comedy, Kids",The Big Top Crime,きつねとサーカス,Movie,1,1948,Unknown,Unknown,Unknown,Unknown,Original,9 min.,G - All Ages,10115,13350,310,0,6,213,5,39,47,3,Unknown,2,14,36,40,15,11,14,16
25173,Xiao Kedou Zhao Mama,5.81,Kids,Where is Mama,小蝌蚪找妈妈,Movie,1,1960,Unknown,Shanghai Animation Film Studio,Unknown,Unknown,Original,15 min.,G - All Ages,8792,12827,375,0,10,214,6,50,95,9,6,7,18,39,32,20,8,7,4
25461,Tatamp,5.46,Music,Unknown,TATAMP,Movie,1,2011,Unknown,Mirai Film,Unknown,Unknown,Original,5 min.,G - All Ages,9786,12179,485,0,14,358,4,28,81,7,8,17,15,46,66,26,15,19,19
25965,Backkom 2,5.81,"Comedy, Kids",Bernard,빼꼼 2,TV,52,2007,Unknown,Unknown,Unknown,RG Animation Studios,Original,4 min. per ep.,G - All Ages,8782,11841,555,0,14,402,9,63,67,18,10,20,38,65,56,25,14,11,17
25967,Backkom Sports,5.78,"Comedy, Kids, Sports",Bernard,빼꼼 Sports,TV,52,2009,Unknown,Unknown,Unknown,RG Animation Studios,Original,3 min. per ep.,G - All Ages,8911,12123,496,0,14,336,10,59,77,21,7,14,32,52,47,19,17,5,15
25969,Clock,5.06,Dementia,Unknown,CLOCK,Special,1,1999,Unknown,Unknown,Unknown,RG Animation Studios,Original,1 min.,G - All Ages,10546,13604,290,0,10,160,6,25,89,9,Unknown,3,4,12,25,16,14,14,13
25971,Angel (Special),5.38,Dementia,Unknown,Angel,Special,1,2001,Unknown,Unknown,Unknown,RG Animation Studios,Original,6 min.,G - All Ages,9960,12584,417,1,9,246,9,37,116,10,1,9,9,41,39,18,13,10,18
25973,I Love Picnic,5.48,"Kids, Comedy",Unknown,I Love Picnic,Special,1,2003,Unknown,Unknown,Unknown,RG Animation Studios,Original,4 min.,G - All Ages,9724,12828,374,0,23,247,3,38,63,6,2,6,18,33,51,31,17,4,10
25975,I Love Sky,5.42,"Kids, Comedy",Unknown,I Love Sky,Special,1,2004,Unknown,Unknown,Unknown,RG Animation Studios,Original,4 min.,G - All Ages,9892,12896,369,0,7,277,4,37,44,9,2,9,16,46,56,21,22,9,12
25977,Contact 2,5.52,"Kids, Comedy, Sci-Fi",Unknown,Contact 2,Special,1,2006,Unknown,Unknown,Unknown,RG Animation Studios,Original,3 min.,G - All Ages,9626,13322,317,0,3,233,3,36,42,10,2,5,11,42,40,16,14,7,7
26011,Super Backkom,5.58,"Comedy, Kids, Super Power",Super Bernard,슈퍼빼꼼,Special,1,2008,Unknown,Unknown,Unknown,RG Animation Studios,Original,7 min.,G - All Ages,9474,13616,288,0,6,198,4,45,35,10,2,3,14,31,39,14,10,6,7
26013,Backkom Mission Impossible,5.88,"Comedy, Kids, Parody",Unknown,빼꼼의미션임파서블,ONA,2,2008,Unknown,Unknown,Unknown,RG Animation Studios,Original,39 sec. per ep.,G - All Ages,8568,13419,304,0,8,199,6,50,41,10,2,7,19,26,33,11,3,5,7
